scene_idx,v2i_network,n_vehicles,chosen_leader,is_leader,vehicle_id,queue_length,t_pair_avg_s,t_fuse_avg_s,D_hat_proc_s,D_hat_v2i_s,D_hat_total_s
14,5G,5,1,False,3,0,0.003138234712190542,0.001166521744804631,0.0137194605935668,0.0202612263,0.0339806868935668
14,5G,5,1,False,4,1,0.0029632498409510786,0.0010473034636765115,0.015863552668431903,0.0202612263,0.0361247789684319
15,5G,5,2,False,0,0,0.003109843797427696,0.0009179163469680939,0.013357291536678879,0.0202612263,0.03361851783667888
15,5G,5,2,False,1,2,0.002795493563005793,0.0010324341820955427,0.0178053955601303,0.0202612263,0.0380666218601303
15,5G,5,2,True,2,0,0.0030165562923152615,0.0010243346148661402,0.013090559784127187,0.0202612263,0.033351786084127186
15,5G,5,2,False,3,2,0.0031496190892713943,0.0008618251843792639,0.01975953972000763,0.0202612263,0.040020766020007634
15,5G,5,2,False,4,2,0.0028405296855652175,0.0010753922867996972,0.018118570400191002,0.0202612263,0.038379796700191
16,5G,5,0,True,0,0,0.0027066641969486285,0.0008100593486707845,0.0116367161364653,0.0202612263,0.0318979424364653
16,5G,5,0,False,1,1,0.0030933686028999157,0.0009904177032271084,0.01645726071772669,0.0202612263,0.03671848701772669
16,5G,5,0,False,2,0,0.003005937271705829,0.0009451744525534212,0.012968923539376738,0.0202612263,0.033230149839376735
16,5G,5,0,False,3,2,0.0030886914333923847,0.0009781593654487055,0.01951030796580301,0.0202612263,0.039771534265803016
16,5G,5,0,False,4,1,0.0030018776533655453,0.0009151807474334902,0.015924569014261217,0.0202612263,0.03618579531426122
17,5G,5,0,True,0,0,0.003008881433651076,0.0010966771300447826,0.013132202864649088,0.0202612263,0.03339342916464909
17,5G,5,0,False,1,1,0.0030210382527329958,0.0009367340495195215,0.0160419253131845,0.0202612263,0.0363031516131845
17,5G,5,0,False,2,2,0.0030766687814271056,0.0010651467814576485,0.019525159470020283,0.0202612263,0.039786385770020284
17,5G,5,0,False,3,0,0.003076590910698634,0.0009907353785746347,0.01329709902136917,0.0202612263,0.03355832532136917
17,5G,5,0,False,4,0,0.0031809849853820828,0.001011028514072977,0.013734968455601309,0.0202612263,0.03399619475560131
18,5G,5,4,False,0,1,0.0032130319636688156,0.0008688712476004933,0.01693403106594457,0.0202612263,0.037195257365944576
18,5G,5,4,False,1,0,0.0031415812176407197,0.0010900426982711298,0.013656367568834009,0.0202612263,0.03391759386883401
18,5G,5,4,False,2,2,0.002918273130739173,0.001056131197412371,0.018565769981847408,0.0202612263,0.03882699628184741
18,5G,5,4,False,3,2,0.0030145789340657743,0.000817707317864993,0.018905180922259637,0.0202612263,0.03916640722225964
18,5G,5,4,True,4,0,0.003031920911088511,0.0010530166849284893,0.013180700329282534,0.0202612263,0.03344192662928253
19,5G,5,3,False,0,1,0.0030975348584773394,0.0009279955479597653,0.016415669840346463,0.0202612263,0.036676896140346464
19,5G,5,3,False,1,1,0.003116759892137572,0.0009594607634226392,0.016543260224110498,0.0202612263,0.0368044865241105
19,5G,5,3,False,2,1,0.002882503313630156,0.0010284385518649019,0.015440955120015682,0.0202612263,0.03570218142001568
19,5G,5,3,True,3,1,0.0028225801385408683,0.0009169262291912905,0.015029826921895632,0.0202612263,0.03529105322189563
19,5G,5,3,False,4,2,0.002881652795663358,0.0011986238828166989,0.018488540656796844,0.0202612263,0.03874976695679684
